# longitude  latitude
-122.969193     37.994614
-122.968414     37.993752
-122.967529     37.993752
-122.967110     37.993279
-122.967110     37.992477
-122.966667     37.992081
-122.965858     37.992081
-122.965469     37.991699
-122.965469     37.989975
-122.965858     37.989555
-122.968414     37.989555
-122.969193     37.990356
-122.973389     37.990356
-122.975060     37.992081
-122.978386     37.992081
-122.979248     37.992889
-122.985054     37.992889
-122.985832     37.993752
-122.986694     37.992889
-122.988358     37.992889
-122.989220     37.993752
-122.990891     37.993752
-122.991692     37.994553
-122.993332     37.994553
-122.993774     37.994141
-122.993774     37.993279
-122.994247     37.992889
-122.996666     37.992889
-122.997581     37.993752
-122.998360     37.993752
-122.999191     37.992889
-123.000000     37.992691
-123.004082     37.993134
-123.005692     37.993332
-123.006584     37.993942
-123.007858     37.994362
-123.008804     37.995026
-123.009331     37.994804
-123.009804     37.994415
-123.010361     37.994362
-123.011108     37.995110
-123.011581     37.994972
-123.012276     37.994362
-123.014359     37.993942
-123.015221     37.993279
-123.015747     37.993332
-123.016441     37.994057
-123.018532     37.994057
-123.019974     37.994247
-123.021027     37.994751
-123.021553     37.994171
-123.022415     37.994110
-123.023026     37.994415
-123.025024     37.996475
-123.025024     37.999390
-123.024918     38.000000
-123.024277     38.001778
-123.023720     38.002304
-123.022888     38.002472
-123.017998     38.002472
-123.017250     38.002777
-123.016388     38.003807
-123.015747     38.004135
-123.015671     38.004082
-123.014526     38.004135
-123.013664     38.005333
-123.012360     38.008415
-123.010025     38.011002
-123.010025     38.011581
-123.009224     38.012726
-123.009109     38.014053
-123.005112     38.021469
-123.005112     38.022751
-123.003082     38.026855
-123.002525     38.027359
-123.001778     38.027557
-123.001640     38.028168
-123.000832     38.029251
-123.000748     38.029892
-123.000000     38.031113
-122.998665     38.033081
-122.998421     38.033943
-122.997498     38.035248
-122.997330     38.036530
-122.996750     38.037308
-122.996666     38.038162
-122.996529     38.038361
-122.995888     38.039078
-122.995720     38.039780
-122.995110     38.040588
-122.995171     38.042305
-122.994942     38.043221
-122.993416     38.044693
-122.993416     38.045891
-122.993164     38.046585
-122.992332     38.047394
-122.992554     38.048828
-122.992332     38.049973
-122.990807     38.051559
-122.990776     38.052361
-122.989220     38.054031
-122.989220     38.055328
-122.988640     38.055969
-122.988220     38.057419
-122.987640     38.058136
-122.987473     38.058945
-122.986916     38.059753
-122.986557     38.060890
-122.985748     38.062057
-122.985832     38.062439
-122.985191     38.063248
-122.985054     38.063995
-122.983192     38.065811
-122.983139     38.066727
-122.982582     38.067413
-122.982582     38.069641
-122.980972     38.071533
-122.980637     38.073502
-122.980080     38.074219
-122.980164     38.074753
-122.979362     38.076973
-122.978386     38.078362
-122.978165     38.079086
-122.976692     38.080643
-122.976524     38.082306
-122.975998     38.083221
-122.975914     38.085724
-122.975220     38.086304
-122.974358     38.088196
-122.974442     38.089050
-122.974083     38.089859
-122.972664     38.091499
-122.972557     38.092255
-122.971832     38.092941
-122.970970     38.095001
-122.970802     38.098282
-122.969025     38.100113
-122.968582     38.100220
-122.968193     38.100998
-122.968361     38.102219
-122.968140     38.102615
-122.967804     38.102829
-122.967560     38.104828
-122.966835     38.105530
-122.966637     38.106384
-122.965889     38.107422
-122.965752     38.110001
-122.965164     38.110641
-122.964943     38.111473
-122.964165     38.112534
-122.964249     38.113945
-122.962692     38.115448
-122.962555     38.116165
-122.962692     38.116531
-122.962471     38.117386
-122.961914     38.118057
-122.961830     38.119446
-122.961388     38.120300
-122.961029     38.120636
-122.960945     38.121384
-122.960083     38.122696
-122.960167     38.123169
-122.958557     38.124748
-122.958443     38.126419
-122.957581     38.127502
-122.957581     38.127914
-122.956802     38.128998
-122.956612     38.133278
-122.956192     38.133636
-122.955666     38.135056
-122.955109     38.135750
-122.955139     38.137802
-122.954941     38.138336
-122.954140     38.139114
-122.954193     38.142227
-122.953415     38.143143
-122.953331     38.148224
-122.952469     38.149307
-122.952667     38.150497
-122.951752     38.151672
-122.951721     38.154587
-122.952446     38.155777
-122.951805     38.156586
-122.951721     38.162476
-122.952446     38.163055
-122.954056     38.164886
-122.954330     38.168419
-122.955887     38.169754
-122.956581     38.170837
-122.955803     38.171585
-122.955696     38.172607
-122.956139     38.174332
-122.956665     38.175171
-122.956886     38.176277
-122.958389     38.176773
-122.959221     38.177414
-122.960724     38.177582
-122.961388     38.178055
-122.962303     38.178329
-122.963081     38.178970
-122.964943     38.179855
-122.965553     38.179855
-122.966362     38.180496
-122.968750     38.180832
-122.969971     38.182388
-122.969917     38.183250
-122.967529     38.185669
-122.967529     38.190643
-122.968246     38.191612
-122.968414     38.196136
-122.969025     38.197495
-122.969414     38.199387
-122.970276     38.201111
-122.970695     38.201332
-122.972084     38.201805
-122.972443     38.202530
-122.972443     38.202942
-122.973167     38.204086
-122.973167     38.205643
-122.974052     38.205811
-122.975555     38.207222
-122.977081     38.207642
-122.977776     38.208328
-122.978165     38.209106
-122.978310     38.209976
-122.979942     38.211472
-122.980942     38.211578
-122.983192     38.213974
-122.983192     38.221664
-122.984779     38.223190
-122.985970     38.223450
-122.986748     38.224533
-122.987305     38.224861
-122.987968     38.224861
-122.988525     38.225143
-122.989914     38.227280
-122.990135     38.228416
-122.991386     38.229500
-122.991722     38.230804
-122.993637     38.232582
-122.993973     38.233391
-122.993973     38.233917
-122.995247     38.235001
-122.995720     38.235863
-122.995941     38.236633
-122.996666     38.237221
-122.996666     38.239914
-122.995888     38.240616
-122.994942     38.239975
-122.994194     38.239975
-122.993553     38.239166
-122.992668     38.239113
-122.991692     38.238304
-122.989830     38.238144
-122.989220     38.237442
-122.988609     38.237442
-122.987747     38.236832
-122.986748     38.236725
-122.986000     38.235779
-122.985779     38.235001
-122.984970     38.234253
-122.984032     38.234138
-122.982582     38.232529
-122.982498     38.230804
-122.979942     38.230804
-122.979858     38.231171
-122.979332     38.231499
-122.978310     38.231667
-122.977859     38.231995
-122.977501     38.233276
-122.976387     38.234360
-122.975555     38.235977
-122.974915     38.236588
-122.975029     38.240471
-122.973358     38.242416
-122.973305     38.243332
-122.972664     38.243973
-122.971916     38.244026
-122.970886     38.245750
-122.970665     38.246666
-122.969887     38.247421
-122.969887     38.251526
-122.970833     38.252335
-122.971970     38.252609
-122.972443     38.252975
-122.972443     38.255470
-122.974052     38.257309
-122.974388     38.258560
-122.976303     38.260445
-122.976418     38.261612
-122.977638     38.262283
-122.978554     38.262589
-122.978889     38.262917
-122.979248     38.264000
-122.979973     38.265137
-122.979973     38.266418
-122.979469     38.267555
-122.979889     38.269058
-122.982445     38.269165
-122.982719     38.269608
-122.983887     38.270638
-122.984886     38.270943
-122.985779     38.271561
-122.988304     38.271500
-122.988998     38.272530
-122.989029     38.273109
-122.990692     38.274948
-122.990692     38.275558
-122.991585     38.276413
-122.991806     38.279861
-122.992554     38.279968
-122.993332     38.280670
-122.994942     38.280838
-122.996582     38.282196
-122.998276     38.284027
-122.998970     38.285690
-122.999054     38.287361
-123.000000     38.288223
-123.001526     38.289719
-123.001526     38.291611
-123.001778     38.292114
-123.003387     38.292587
-123.003998     38.294312
-123.006081     38.295387
-123.007027     38.296417
-123.007805     38.296638
-123.012054     38.300583
-123.013580     38.301109
-123.014946     38.303284
-123.015747     38.303444
-123.016220     38.304031
-123.016998     38.304138
-123.018196     38.304947
-123.019638     38.305054
-123.021332     38.306473
-123.022110     38.306671
-123.023224     38.307693
-123.026192     38.309807
-123.026917     38.310081
-123.028580     38.309967
-123.029747     38.310776
-123.034248     38.310722
-123.035416     38.311584
-123.037025     38.311691
-123.038307     38.312561
-123.039970     38.312668
-123.040779     38.312439
-123.041885     38.311584
-123.046806     38.311691
-123.048859     38.310722
-123.049583     38.310837
-123.050941     38.310135
-123.051529     38.308998
-123.054085     38.306580
-123.054138     38.305283
-123.052414     38.303116
-123.052330     38.300003
-123.052803     38.299500
-123.054886     38.299255
-123.055832     38.298752
-123.056473     38.298477
-123.058830     38.298279
-123.059303     38.297890
-123.060890     38.298279
-123.062363     38.298218
-123.063164     38.298386
-123.064667     38.299835
-123.064667     38.301025
-123.065025     38.301613
-123.065918     38.301559
-123.066719     38.301773
-123.067139     38.302361
-123.067223     38.305389
-123.067444     38.306000
-123.069695     38.307892
-123.069832     38.309052
-123.070862     38.310806
-123.073250     38.313110
-123.073334     38.313721
-123.072029     38.315277
-123.072609     38.315811
-123.074081     38.315918
-123.076027     38.316833
-123.076752     38.318665
-123.077721     38.319641
-123.080307     38.321060
-123.080803     38.322777
-123.080750     38.323334
-123.080276     38.323914
-123.079445     38.324196
-123.077942     38.324310
-123.076752     38.323471
-123.075943     38.323227
-123.074860     38.324890
-123.074806     38.327164
-123.073997     38.328278
-123.073914     38.328888
-123.073219     38.330055
-123.073303     38.331306
-123.071526     38.333473
-123.071609     38.335190
-123.070915     38.336388
-123.070526     38.338280
-123.069832     38.339447
-123.069748     38.343781
-123.070526     38.344917
-123.070663     38.346863
-123.069664     38.348587
-123.070442     38.349724
-123.070747     38.351273
-123.070663     38.351273
-123.070473     38.352417
-123.069748     38.353561
-123.069664     38.354195
-123.070526     38.355919
-123.070610     38.358551
-123.072136     38.361526
-123.072525     38.363472
-123.074471     38.365417
-123.075386     38.367249
-123.075554     38.369026
-123.075943     38.369644
-123.077446     38.370110
-123.078026     38.370560
-123.078415     38.372780
-123.080444     38.374863
-123.080498     38.375999
-123.080887     38.376556
-123.081665     38.376862
-123.083748     38.378860
-123.084000     38.379471
-123.083862     38.381248
-123.085609     38.384857
-123.087135     38.386391
-123.087303     38.388275
-123.088028     38.389496
-123.089249     38.390305
-123.091667     38.392578
-123.092499     38.392693
-123.092888     38.393280
-123.093636     38.392914
-123.094498     38.391830
-123.096054     38.391609
-123.096664     38.391830
-123.097359     38.392914
-123.100830     38.395615
-123.100914     38.396255
-123.100029     38.397278
-123.099167     38.399109
-123.099831     38.400085
-123.099831     38.401276
-123.100830     38.403221
-123.100914     38.403275
-123.101387     38.403831
-123.101501     38.407394
-123.103111     38.410477
-123.104553     38.411163
-123.104774     38.412994
-123.106171     38.413750
-123.106445     38.414246
-123.106415     38.415466
-123.109222     38.416885
-123.111191     38.419052
-123.113358     38.420029
-123.115082     38.420135
-123.115501     38.420609
-123.115501     38.421280
-123.117775     38.423584
-123.118637     38.425331
-123.119026     38.427750
-123.119553     38.428284
-123.120361     38.428391
-123.121109     38.428726
-123.122917     38.430664
-123.123001     38.431808
-123.124054     38.433418
-123.123970     38.435249
-123.124748     38.437027
-123.124664     38.438332
-123.125137     38.438828
-123.125778     38.439140
-123.127357     38.439140
-123.128914     38.440498
-123.129112     38.441086
-123.129143     38.442223
-123.128250     38.443306
-123.129143     38.444389
-123.128830     38.447472
-123.128914     38.448112
-123.131943     38.451141
-123.132637     38.452972
-123.135025     38.453613
-123.136971     38.454750
-123.140862     38.454971
-123.141609     38.455246
-123.141609     38.455307
-123.142250     38.455719
-123.145470     38.455887
-123.146751     38.456665
-123.147278     38.457886
-123.148582     38.458557
-123.148804     38.459198
-123.148361     38.459778
-123.149887     38.460220
-123.150497     38.460609
-123.151222     38.460922
-123.153610     38.460724
-123.154915     38.461472
-123.154915     38.462662
-123.154442     38.463890
-123.155441     38.464783
-123.157692     38.465195
-123.158165     38.466446
-123.159668     38.466721
-123.160942     38.467468
-123.163277     38.467529
-123.163887     38.467918
-123.165779     38.469803
-123.166443     38.471588
-123.166443     38.472916
-123.166664     38.473473
-123.168137     38.474915
-123.170387     38.474998
-123.172417     38.475998
-123.172997     38.476501
-123.173805     38.476669
-123.177193     38.479858
-123.178696     38.479973
-123.181358     38.481476
-123.182915     38.481689
-123.183693     38.482025
-123.185555     38.483917
-123.187080     38.484497
-123.187943     38.485580
-123.188751     38.485809
-123.190361     38.487167
-123.191193     38.487534
-123.191887     38.487442
-123.193138     38.488251
-123.193970     38.488358
-123.195526     38.489746
-123.196915     38.490311
-123.197945     38.491280
-123.199417     38.492027
-123.200279     38.492943
-123.202415     38.494026
-123.204720     38.494194
-123.206032     38.494995
-123.207443     38.495026
-123.208000     38.495560
-123.208748     38.495834
-123.210526     38.495834
-123.211723     38.496643
-123.213333     38.496811
-123.213776     38.497253
-123.214554     38.497444
-123.215752     38.498276
-123.218140     38.498390
-123.218719     38.498917
-123.220360     38.499138
-123.221779     38.499939
-123.224998     38.500000
-123.226387     38.501526
-123.227112     38.501640
-123.228195     38.502502
-123.230667     38.502502
-123.231194     38.502998
-123.232635     38.503418
-123.233192     38.503922
-123.233223     38.504608
-123.232971     38.505249
-123.233192     38.505859
-123.233749     38.506393
-123.236084     38.506836
-123.237358     38.509644
-123.237968     38.510025
-123.243469     38.509972
-123.244247     38.510193
-123.244835     38.511276
-123.246803     38.512466
-123.247612     38.512466
-123.248970     38.511780
-123.250526     38.511612
-123.251915     38.510864
-123.254471     38.510750
-123.255249     38.510971
-123.256721     38.512444
-123.256721     38.513084
-123.255943     38.514282
-123.256584     38.515366
-123.257080     38.515884
-123.257973     38.515839
-123.259193     38.516586
-123.260109     38.516609
-123.260803     38.517609
-123.260750     38.518639
-123.261276     38.519081
-123.262108     38.519081
-123.262779     38.519417
-123.265358     38.521835
-123.265999     38.523636
-123.266693     38.524109
-123.269081     38.524109
-123.269943     38.524971
-123.270027     38.526169
-123.269081     38.527695
-123.269691     38.528976
-123.270691     38.529945
-123.271553     38.529945
-123.273972     38.532440
-123.275665     38.532501
-123.276810     38.531639
-123.278442     38.531754
-123.279083     38.532135
-123.279945     38.533112
-123.280029     38.535057
-123.280472     38.535645
-123.281387     38.535751
-123.282471     38.536606
-123.283249     38.536606
-123.283691     38.537109
-123.285164     38.537643
-123.285667     38.538193
-123.285889     38.539276
-123.286331     38.539810
-123.287109     38.540024
-123.289391     38.539970
-123.290749     38.540749
-123.292305     38.540802
-123.293472     38.541672
-123.295082     38.541832
-123.295609     38.542305
-123.296387     38.542419
-123.298943     38.543884
-123.299858     38.544807
-123.299751     38.546051
-123.300331     38.546524
-123.301140     38.546638
-123.302414     38.547363
-123.304581     38.547417
-123.305359     38.547699
-123.306557     38.550804
-123.307610     38.551750
-123.307526     38.552971
-123.306641     38.554001
-123.306641     38.555779
-123.309082     38.555939
-123.309692     38.556442
-123.312248     38.556717
-123.313583     38.557472
-123.314415     38.557472
-123.315720     38.558273
-123.316498     38.558250
-123.317108     38.558777
-123.318527     38.559387
-123.319054     38.559921
-123.323723     38.559891
-123.325111     38.560577
-123.325638     38.561111
-123.325638     38.563721
-123.325859     38.564301
-123.326363     38.564865
-123.327972     38.565109
-123.330193     38.565948
-123.330750     38.566467
-123.331360     38.566002
-123.332054     38.565834
-123.335335     38.565948
-123.337303     38.568001
-123.338196     38.570389
-123.338921     38.570724
-123.339722     38.570778
-123.342499     38.573196
-123.341026     38.574722
-123.340195     38.574921
-123.340469     38.575531
-123.341782     38.575943
-123.342415     38.576385
-123.342636     38.577026
-123.341721     38.578171
-123.341721     38.579361
-123.341164     38.580505
-123.340805     38.582390
-123.340332     38.582977
-123.339500     38.583252
-123.341164     38.583557
-123.344971     38.587471
-123.345222     38.590279
-123.348831     38.593689
-123.352112     38.597305
-123.353775     38.597473
-123.354889     38.598328
-123.355637     38.598389
-123.356804     38.597527
-123.360443     38.597443
-123.361832     38.598251
-123.362610     38.599388
-123.362556     38.600639
-123.363304     38.600891
-123.364777     38.602417
-123.366165     38.601608
-123.366943     38.601891
-123.368332     38.603333
-123.369141     38.603302
-123.369553     38.603836
-123.371193     38.604279
-123.371834     38.605835
-123.372887     38.606689
-123.373360     38.607887
-123.373390     38.609085
-123.372971     38.609665
-123.372223     38.610001
-123.370026     38.609894
-123.369331     38.610306
-123.369164     38.611496
-123.368668     38.612030
-123.368553     38.612640
-123.369553     38.614136
-123.371025     38.614418
-123.371582     38.614914
-123.373192     38.614975
-123.374832     38.616470
-123.375610     38.616638
-123.376221     38.616974
-123.376526     38.618164
-123.379944     38.621582
-123.380775     38.621643
-123.381332     38.622002
-123.382362     38.623138
-123.382362     38.623695
-123.383667     38.624443
-123.384026     38.625084
-123.383972     38.626389
-123.385361     38.626945
-123.385719     38.627533
-123.385750     38.628334
-123.386612     38.628334
-123.388084     38.629807
-123.389610     38.630249
-123.390137     38.630722
-123.390053     38.631416
-123.389137     38.632446
-123.390083     38.634888
-123.390442     38.635422
-123.392609     38.636551
-123.393387     38.636719
-123.393890     38.637222
-123.396248     38.637726
-123.396751     38.638245
-123.396805     38.638947
-123.396553     38.639557
-123.394997     38.640137
-123.394943     38.640610
-123.395248     38.641113
-123.396553     38.641693
-123.398529     38.643692
-123.400803     38.644531
-123.401665     38.645615
-123.401886     38.646255
-123.401749     38.647446
-123.401306     38.647972
-123.400497     38.648308
-123.399719     38.648254
-123.399719     38.648888
-123.404388     38.649193
-123.404915     38.649780
-123.405136     38.652748
-123.405724     38.653137
-123.406441     38.653275
-123.406914     38.653778
-123.408470     38.654327
-123.408997     38.654800
-123.409775     38.654922
-123.410416     38.655304
-123.410721     38.655945
-123.409943     38.657028
-123.409248     38.657440
-123.408386     38.657440
-123.408470     38.659279
-123.409554     38.660172
-123.411026     38.663193
-123.412636     38.663498
-123.413750     38.664391
-123.414108     38.665726
-123.414581     38.666275
-123.416084     38.666809
-123.417862     38.668503
-123.417999     38.668610
-123.418304     38.669250
-123.417747     38.669777
-123.416832     38.669891
-123.419861     38.673309
-123.420219     38.674561
-123.420998     38.675034
-123.423332     38.675003
-123.423805     38.675529
-123.425331     38.675972
-123.425858     38.677109
-123.427834     38.678307
-123.428665     38.678253
-123.429359     38.678528
-123.430359     38.679504
-123.432610     38.679169
-123.433304     38.679138
-123.433998     38.679611
-123.434219     38.681503
-123.434608     38.682053
-123.436111     38.682587
-123.436638     38.683083
-123.436417     38.683777
-123.435333     38.684639
-123.433861     38.685165
-123.433525     38.685669
-123.434166     38.686806
-123.434219     38.689720
-123.435387     38.690582
-123.436890     38.690918
-123.438026     38.691833
-123.438446     38.693726
-123.439941     38.694107
-123.441666     38.695610
-123.442360     38.697418
-123.442360     38.699142
-123.443748     38.700699
-123.446083     38.700867
-123.446999     38.701859
-123.447334     38.703583
-123.447693     38.704163
-123.450081     38.704330
-123.451668     38.705856
-123.453110     38.705811
-123.453857     38.706139
-123.454247     38.708359
-123.454971     38.709274
-123.454887     38.709862
-123.455971     38.710892
-123.456581     38.712524
-123.458275     38.714195
-123.458275     38.714249
-123.459084     38.714249
-123.459831     38.714638
-123.460777     38.715721
-123.461609     38.718109
-123.463165     38.718414
-123.465080     38.719254
-123.466446     38.720673
-123.467247     38.720970
-123.468887     38.720886
-123.470108     38.721695
-123.471664     38.721748
-123.473167     38.723053
-123.473915     38.723389
-123.474915     38.722580
-123.475723     38.722694
-123.477776     38.723495
-123.480446     38.726471
-123.481972     38.726913
-123.482498     38.727356
-123.483002     38.726860
-123.484665     38.726669
-123.485474     38.726891
-123.485970     38.729362
-123.487473     38.730774
-123.489914     38.730888
-123.490524     38.731171
-123.491386     38.732887
-123.491585     38.734779
-123.492859     38.736359
-123.494415     38.736938
-123.495247     38.737946
-123.496109     38.738304
-123.500053     38.738220
-123.501282     38.738861
-123.502831     38.739136
-123.503914     38.739914
-123.505386     38.740082
-123.506859     38.740784
-123.513275     38.740807
-123.513863     38.741302
-123.515221     38.741776
-123.517693     38.744171
-123.518471     38.745918
-123.520775     38.748276
-123.522163     38.748947
-123.524139     38.749168
-123.525749     38.749168
-123.526497     38.749496
-123.528473     38.751610
-123.529861     38.753944
-123.529305     38.755142
-123.529167     38.756416
-123.530418     38.757942
-123.531082     38.758224
-123.531944     38.758224
-123.533112     38.758919
-123.534668     38.759361
-123.535110     38.759918
-123.535164     38.763245
-123.535858     38.765083
-123.535805     38.766968
-123.537445     38.769196
-123.538918     38.770554
-123.540886     38.771584
-123.541695     38.771698
-123.542221     38.772079
-123.543526     38.772530
-123.544220     38.772995
-123.545776     38.775391
-123.546165     38.777916
-123.547585     38.778412
-123.549248     38.779778
-123.551636     38.779945
-123.552307     38.780388
-123.552971     38.782112
-123.553581     38.782555
-123.554359     38.782669
-123.554810     38.783142
-123.557358     38.783333
-123.558525     38.784195
-123.560944     38.784302
-123.561554     38.784805
-123.562332     38.784912
-123.562416     38.784866
-123.563332     38.784866
-123.565025     38.786278
-123.565224     38.786919
-123.565140     38.788116
-123.564056     38.789139
-123.564247     38.790421
-123.566277     38.792221
-123.567749     38.792664
-123.568275     38.793251
-123.569138     38.793419
-123.571220     38.794388
-123.572136     38.795387
-123.572609     38.796616
-123.573250     38.796783
-123.574806     38.798195
-123.575554     38.798195
-123.577164     38.799667
-123.579056     38.800751
-123.580666     38.800858
-123.581917     38.801773
-123.583611     38.801918
-123.584137     38.802444
-123.585861     38.800888
-123.587555     38.800690
-123.588387     38.800804
-123.588806     38.801224
-123.589081     38.802414
-123.592247     38.802582
-123.592918     38.802917
-123.594193     38.804558
-123.595581     38.805305
-123.596664     38.808273
-123.598221     38.808388
-123.599304     38.809166
-123.600136     38.809280
-123.600777     38.808884
-123.600830     38.808250
-123.601418     38.807777
-123.603859     38.807495
-123.604584     38.807777
-123.605972     38.809189
-123.606140     38.810501
-123.605942     38.811142
-123.605247     38.811615
-123.602776     38.811668
-123.602417     38.812302
-123.602501     38.812943
-123.605553     38.816055
-123.605888     38.817276
-123.606804     38.818420
-123.606583     38.819443
-123.605942     38.819832
-123.605026     38.819946
-123.605942     38.820145
-123.606445     38.820641
-123.607330     38.820801
-123.609833     38.823250
-123.611275     38.823692
-123.614136     38.826668
-123.615692     38.826721
-123.617332     38.828194
-123.622581     38.828339
-123.623192     38.828835
-123.623421     38.830055
-123.623779     38.830666
-123.624527     38.830887
-123.626945     38.830887
-123.627831     38.831055
-123.630859     38.833939
-123.630859     38.835220
-123.631470     38.835663
-123.632164     38.835777
-123.632858     38.836105
-123.635719     38.839081
-123.637779     38.839920
-123.639305     38.839973
-123.639915     38.840561
-123.640221     38.841805
-123.641693     38.843338
-123.647415     38.843307
-123.648056     38.843582
-123.648499     38.844162
-123.648415     38.845360
-123.649750     38.846169
-123.650108     38.846725
-123.650139     38.849304
-123.650719     38.849747
-123.651054     38.850998
-123.652527     38.852501
-123.653252     38.852501
-123.653831     38.852829
-123.654221     38.854668
-123.655136     38.855751
-123.655861     38.857971
-123.657417     38.860527
-123.657532     38.862473
-123.657532     38.865387
-123.658775     38.866196
-123.659554     38.867889
-123.661469     38.869888
-123.661804     38.870972
-123.662804     38.872055
-123.662888     38.872162
-123.665970     38.874969
-123.666748     38.875252
-123.668251     38.876778
-123.671417     38.876755
-123.673027     38.878189
-123.674500     38.878693
-123.676331     38.880669
-123.678024     38.880890
-123.679276     38.881699
-123.680969     38.881638
-123.681694     38.881866
-123.682220     38.882362
-123.682526     38.883392
-123.683418     38.883392
-123.684219     38.884415
-123.684250     38.886696
-123.685112     38.886696
-123.688889     38.890503
-123.689362     38.893028
-123.692139     38.894196
-123.693390     38.895058
-123.694275     38.895111
-123.695831     38.896698
-123.697525     38.896805
-123.698776     38.898277
-123.701500     38.899246
-123.702751     38.900162
-123.703552     38.900253
-123.706444     38.903107
-123.707359     38.904922
-123.708443     38.905884
-123.709137     38.908356
-123.710472     38.909836
-123.711136     38.910172
-123.711777     38.910172
-123.712303     38.910751
-123.713860     38.911255
-123.714249     38.911751
-123.714310     38.912949
-123.713585     38.914108
-123.713387     38.915306
-123.714081     38.916000
-123.714943     38.915970
-123.716248     38.916832
-123.719498     38.916809
-123.720886     38.917610
-123.722557     38.917725
-123.723000     38.918274
-123.723831     38.918503
-123.725418     38.918503
-123.726501     38.917694
-123.727386     38.917694
-123.731667     38.921555
-123.731247     38.922745
-123.731834     38.923828
-123.731361     38.926254
-123.731804     38.927444
-123.732635     38.928635
-123.732582     38.929779
-123.732193     38.930359
-123.730751     38.931747
-123.730247     38.932777
-123.729973     38.934662
-123.730080     38.936722
-123.733414     38.940247
-123.734276     38.942696
-123.735779     38.944061
-123.735886     38.945946
-123.740913     38.951027
-123.741776     38.953476
-123.742554     38.953476
-123.743752     38.954361
-123.744415     38.955505
-123.744278     38.956139
-123.743752     38.956665
-123.743027     38.956894
-123.741859     38.956116
-123.740997     38.956001
-123.738640     38.957611
-123.737053     38.957611
-123.735695     38.956894
-123.734390     38.956779
-123.734192     38.956779
-123.732635     38.956970
-123.732109     38.957413
-123.730667     38.957886
-123.727776     38.961060
-123.727608     38.961693
-123.724609     38.964973
-123.723862     38.966385
-123.723137     38.966690
-123.720665     38.970528
-123.719360     38.971252
-123.718636     38.972336
-123.718361     38.973526
-123.716469     38.975357
-123.714806     38.978699
-123.713303     38.980194
-123.712418     38.981972
-123.711136     38.983475
-123.709137     38.987671
-123.708138     38.988640
-123.707664     38.990753
-123.706192     38.992310
-123.705139     38.994080
-123.704941     38.996056
-123.702942     38.998001
-123.702637     38.999252
-123.701164     39.000000
-123.699776     39.000946
-123.698997     39.000946
-123.697472     39.002502
-123.697250     39.004196
-123.696609     39.005417
-123.696831     39.008835
-123.696442     39.009476
-123.695778     39.009888
-123.695053     39.011078
-123.695053     39.011246
-123.694862     39.015030
-123.694000     39.016693
-123.693497     39.017227
-123.693222     39.018311
-123.692413     39.019440
-123.692390     39.024445
-123.693497     39.025970
-123.693527     39.026611
-123.692497     39.028885
-123.692390     39.030724
-123.690720     39.032745
-123.690750     39.035141
-123.692001     39.035889
-123.694054     39.035919
-123.694748     39.036140
-123.695084     39.036720
-123.694748     39.037918
-123.693665     39.038864
-123.693497     39.039474
-123.695641     39.041977
-123.695221     39.042442
-123.693665     39.042915
-123.692307     39.044472
-123.692390     39.045723
-123.695137     39.048553
-123.694969     39.049194
-123.693474     39.050529
-123.694138     39.052361
-123.695778     39.054337
-123.695580     39.056580
-123.695000     39.057777
-123.695084     39.058418
-123.695663     39.059555
-123.695557     39.061386
-123.696358     39.062416
-123.697166     39.062393
-123.697830     39.062866
-123.698219     39.064751
-123.698997     39.066330
-123.698997     39.067528
-123.699471     39.068115
-123.700691     39.068916
-123.701584     39.071579
-123.702469     39.072662
-123.702499     39.074554
-123.703171     39.076218
-123.703331     39.079865
-123.704025     39.081696
-123.704277     39.083473
-123.705803     39.084999
-123.706528     39.087357
-123.707581     39.088394
-123.707497     39.088890
-123.706276     39.090607
-123.706276     39.091194
-123.706886     39.091644
-123.707581     39.091858
-123.709084     39.093224
-123.709084     39.094254
-123.709915     39.095810
-123.710052     39.097107
-123.709915     39.097694
-123.708275     39.098946
-123.708138     39.100220
-123.709053     39.101913
-123.709053     39.104172
-123.710526     39.104141
-123.714279     39.107391
-123.715027     39.108414
-123.715027     39.109116
-123.714165     39.110199
-123.714165     39.110886
-123.715805     39.112366
-123.715805     39.112976
-123.715164     39.114136
-123.714943     39.115448
-123.715942     39.117615
-123.716835     39.118530
-123.717056     39.119720
-123.718193     39.120750
-123.718887     39.120804
-123.720665     39.122162
-123.720970     39.122749
-123.720833     39.123360
-123.719109     39.125389
-123.719193     39.128189
-123.720749     39.128807
-123.721664     39.129890
-123.721664     39.130524
-123.720779     39.132248
-123.721054     39.134109
-123.722557     39.134277
-123.724945     39.136551
-123.726501     39.136665
-123.727219     39.136948
-123.728111     39.138031
-123.728416     39.139221
-123.729942     39.140747
-123.730637     39.140915
-123.731415     39.140579
-123.731720     39.140060
-123.732025     39.138748
-123.732666     39.138336
-123.734360     39.138336
-123.734970     39.138832
-123.735191     39.139420
-123.734749     39.141144
-123.738083     39.143806
-123.738472     39.144302
-123.738472     39.145691
-123.738052     39.146194
-123.737305     39.146561
-123.735695     39.146805
-123.735779     39.147476
-123.736610     39.148445
-123.736610     39.149139
-123.737526     39.150894
-123.738388     39.151855
-123.738441     39.152390
-123.739082     39.153366
-123.739082     39.154030
-123.738831     39.154778
-123.737915     39.154663
-123.737473     39.154167
-123.736664     39.154388
-123.735580     39.156166
